,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|Q769E8.1|OPSD_OTOCR,0.98489136,0.98575497,0.9838625,0.9822135,0.98149693,0.9836441,0.9896113,0.98035026,0.9855501,0.9828364,0.98664665,0.9886534,0.9861421,0.9821416,0.99496925,0.99389917,0.99860543,0.9688888,0.9960979,0.95503336,0.98089564,0.9900304,0.98735774,0.9951613,0.9977691,0.9892976,0.9967394,0.9972236,0.9979732,0.99672884,0.99587923,0.9946687,0.9994484,0.9965937,0.9942862,0.99941814,0.999612,0.99945974,0.99737155,0.9993076,1.0000001,0.99938715,0.99885833,0.99923706,0.99891055,0.9927022,0.99918413,0.9969011,0.9993642,0.9924022,0.9995377,0.9974284,0.9982919,0.99665487,0.99634093,0.9986253,0.99570864,0.99604785,0.9996467,0.99830854,0.9988202,0.9991828,0.9937483,0.99677706,0.99370635,0.99376243,0.99930125,0.99359155,0.9935316,0.9944702,0.9992352,0.99448264,0.99430835,0.99179256,0.9937245,0.99311197,0.9932246,0.99431384,0.9948301,0.9932523,0.99365306,0.99450564,0.9947148,0.9591995,0.9938137,0.97916067,0.99485683,0.9829111,0.9950714,0.9914737,0.99463534,0.9858607,0.9945986,0.994439,0.99464446,0.99410486,0.98461574,0.9834908,0.99238133,0.9945743,0.9791239,0.97859716,0.9758073,0.9791093,0.9798531,0.9798132,0.9780075,0.9795636,0.97866094,0.97853315,0.9797733,0.98177433,0.98394215,0.9811806,0.9818204,0.9805457,0.9770976,0.98321086,0.98449236,0.96680975,0.9952662,0.9939796,0.9443464
sp|P02699.1|OPSD_BOVIN,0.9859642,0.9867503,0.9851885,0.9833594,0.98244935,0.98449516,0.99025494,0.98114306,0.9863854,0.982967,0.9874378,0.9894059,0.98663133,0.98305434,0.9951678,0.9940205,0.9985714,0.97019416,0.99537826,0.9582533,0.9820561,0.99007404,0.9876344,0.9947153,0.9974448,0.9893626,0.99743885,0.9968892,0.99790233,0.99708116,0.9963673,0.99528575,0.9993609,0.997497,0.9944436,0.99932975,0.9992102,0.99935687,0.9977176,0.99938315,0.99938715,1.0,0.9991953,0.9995048,0.9990604,0.9928319,0.9990158,0.9971434,0.99957585,0.9926863,0.99918145,0.9973235,0.99852717,0.99720305,0.99616,0.99882454,0.9965482,0.99595684,0.99927557,0.9986173,0.9991204,0.9994639,0.99492294,0.99677384,0.9939762,0.9942074,0.9993576,0.99430954,0.9941271,0.9949599,0.999316,0.9941548,0.99453014,0.9922806,0.9941906,0.9935567,0.9940834,0.99484515,0.9952543,0.99350727,0.9944488,0.9951266,0.9948954,0.96140367,0.9945388,0.97965604,0.9949662,0.9837899,0.9955865,0.99218154,0.9944612,0.9859392,0.9949066,0.9947355,0.9953139,0.994333,0.98503155,0.98362666,0.9929347,0.99466497,0.97958255,0.9791111,0.9762929,0.9794103,0.98012924,0.98025715,0.97854185,0.98040247,0.978912,0.97944397,0.98035514,0.98182225,0.9841627,0.9811182,0.9823576,0.98042583,0.97667176,0.98356754,0.9844414,0.96732634,0.99639416,0.9941554,0.94389737
sp|Q68J47.1|OPSD_LOXAF,0.98785776,0.988598,0.987025,0.9851014,0.98405933,0.98681116,0.9914984,0.98120934,0.98872864,0.9857577,0.98844457,0.99081194,0.98822325,0.98411953,0.99583805,0.99346626,0.9984945,0.96931314,0.9964504,0.9561373,0.98438007,0.9915549,0.98892236,0.995438,0.99823654,0.99112314,0.9975314,0.99763733,0.9986121,0.9979827,0.9972508,0.99545056,0.9988011,0.9979656,0.99461836,0.9987766,0.9989149,0.99927896,0.9985296,0.99940157,0.99885833,0.9991953,1.0000005,0.99928063,0.99920905,0.9925866,0.99840546,0.99812186,0.99890274,0.99409354,0.9987452,0.9981476,0.99843013,0.9979033,0.99755526,0.9988969,0.9975642,0.9960688,0.9989109,0.9988798,0.9987334,0.99890876,0.9949888,0.99770784,0.99405867,0.9948141,0.99898326,0.99461734,0.9942912,0.99553895,0.99916446,0.99385345,0.99482423,0.992669,0.9947756,0.99418813,0.99486613,0.995368,0.9955871,0.99427426,0.9944987,0.99511915,0.9952115,0.959749,0.99480325,0.97985244,0.99484694,0.984044,0.99535537,0.99172866,0.994814,0.9866944,0.99457204,0.994462,0.9951682,0.99466854,0.9858742,0.9840559,0.9924102,0.9957149,0.9802648,0.9796621,0.97626936,0.9793869,0.98042846,0.9805764,0.97852635,0.98096424,0.9793334,0.9798369,0.9802427,0.9820883,0.9850056,0.98118484,0.98185325,0.98000145,0.977725,0.9843602,0.98491544,0.96538687,0.99656284,0.99434435,0.9437974
sp|Q95KU1.1|OPSD_FELCA,0.987115,0.98792124,0.98636395,0.9841182,0.9833773,0.9853295,0.9907988,0.9806001,0.9874692,0.9836864,0.9871156,0.9897783,0.9882669,0.98390424,0.9956078,0.99424714,0.9985572,0.9697155,0.9954061,0.95875585,0.98387665,0.99023706,0.98873013,0.99540883,0.9975903,0.98979837,0.99769354,0.99696094,0.9981433,0.9974681,0.99667186,0.9962423,0.9994772,0.9974694,0.9950428,0.9993378,0.99928343,0.99941736,0.9984227,0.99959075,0.99923706,0.9995048,0.99928063,1.0000002,0.9991159,0.99326557,0.9993398,0.9976458,0.99936956,0.9943426,0.9995372,0.99785453,0.9983745,0.99758846,0.9967377,0.9989017,0.99649274,0.9966303,0.99925256,0.9985405,0.9994453,0.99965715,0.9949844,0.99714446,0.9939826,0.9939389,0.9995082,0.9937868,0.9936774,0.99499315,0.999657,0.9948955,0.99419355,0.99217004,0.99426484,0.993525,0.9943627,0.9949115,0.99495184,0.9932991,0.9942632,0.99509895,0.99461293,0.96189207,0.9937843,0.97971183,0.9948057,0.9838014,0.99523425,0.9919009,0.9941113,0.9860033,0.99440426,0.9945615,0.994856,0.99409187,0.9850972,0.9834131,0.9925659,0.99546134,0.9793869,0.9792012,0.97538865,0.9789654,0.9797607,0.97988975,0.9780408,0.98034406,0.97785705,0.9787282,0.97922605,0.9805758,0.98347586,0.9798652,0.9811969,0.97897136,0.97555935,0.9823088,0.98317754,0.9674494,0.9955771,0.99397045,0.94193125
sp|O62791.1|OPSD_DELDE,0.98957527,0.99032825,0.9889534,0.987691,0.9870386,0.9887993,0.9927993,0.98465025,0.9899567,0.9864962,0.98826796,0.99089706,0.989445,0.9867369,0.99680996,0.9951434,0.99806356,0.97446215,0.99618304,0.9604185,0.9860301,0.9929147,0.9907074,0.996383,0.9979775,0.9924094,0.99791235,0.99742126,0.9981603,0.9984242,0.9967196,0.9961244,0.99903214,0.9972137,0.995685,0.9987382,0.9990728,0.9992535,0.9981175,0.99924403,0.99891055,0.9990604,0.99920905,0.9991159,0.9999999,0.99432313,0.9988052,0.9972858,0.9989302,0.9949759,0.99896175,0.9978922,0.9994151,0.9976351,0.99718636,0.9998305,0.997374,0.99652034,0.9992565,0.99975854,0.99911064,0.9993412,0.99548984,0.9979061,0.9953505,0.99499214,0.9988978,0.9951991,0.99484164,0.9961858,0.99865395,0.99488163,0.99519944,0.9940829,0.99532425,0.9949494,0.995577,0.9960302,0.99528486,0.9946209,0.99507165,0.9957,0.99550664,0.9640922,0.99480253,0.9831454,0.9952661,0.98670053,0.9959792,0.9928832,0.99563664,0.98911774,0.99564433,0.99529994,0.99552846,0.9954382,0.98816144,0.9864884,0.9933691,0.99591947,0.9829363,0.9825293,0.97946036,0.98222786,0.98326296,0.9833472,0.98206097,0.98355526,0.9819701,0.98224014,0.98239297,0.98341733,0.98677677,0.9820417,0.9833183,0.98176175,0.9801677,0.98543483,0.98655,0.9686287,0.9960902,0.99511063,0.94849086
sp|P32312.1|OPSG2_CARAU,0.9917445,0.9921708,0.990674,0.9886522,0.98917615,0.98943865,0.9918984,0.98722696,0.987267,0.98757946,0.9887942,0.99016404,0.9902113,0.991658,0.9973359,0.9994793,0.98965687,0.9833337,0.98950976,0.9722926,0.98781544,0.9957523,0.9916444,0.9963823,0.9916944,0.9948187,0.9956839,0.9905481,0.9924973,0.99480426,0.99105495,0.9954678,0.9932265,0.9904878,0.9985428,0.99224544,0.9933342,0.9936018,0.9935192,0.9936596,0.9927022,0.9928319,0.9925866,0.99326557,0.99432313,1.0000004,0.9926779,0.9920052,0.99360037,0.9937133,0.9932137,0.9924239,0.9942511,0.99271566,0.99128824,0.9947052,0.99193114,0.9959196,0.9943252,0.99459416,0.99511063,0.9939368,0.99353474,0.99358606,0.99315906,0.9914533,0.9937116,0.9925594,0.99267745,0.9928169,0.99314594,0.9972993,0.99114263,0.99338484,0.9919494,0.99261963,0.9926678,0.9928933,0.9906142,0.9920533,0.99342996,0.99374706,0.9920813,0.9778722,0.9893218,0.98786354,0.993022,0.9894484,0.9942723,0.9924527,0.9933278,0.9897109,0.9938264,0.99419034,0.9922558,0.99273366,0.98864347,0.9885476,0.99281156,0.99463403,0.98672163,0.98709327,0.984881,0.98819435,0.9881374,0.9884348,0.98784226,0.9880088,0.98475033,0.9873334,0.98571295,0.9846432,0.98435175,0.98378193,0.9865395,0.98455024,0.9804646,0.9830758,0.9854902,0.97472644,0.9913276,0.9931161,0.9598498
sp|P15409.2|OPSD_MOUSE,0.98589855,0.9868115,0.9850147,0.9831232,0.9826584,0.98396486,0.98948795,0.9808601,0.98641187,0.98143286,0.98559666,0.98820364,0.9871567,0.98317254,0.99484736,0.9938692,0.99850774,0.969734,0.9945756,0.95904607,0.98229253,0.98921907,0.9879814,0.99432665,0.9965788,0.9885236,0.9967561,0.99597436,0.9974295,0.9968935,0.9959296,0.99511147,0.99972147,0.9964243,0.9939473,0.99923134,0.99931526,0.9987014,0.99724084,0.99889565,0.99918413,0.9990158,0.99840546,0.9993398,0.9988052,0.9926779,1.0000002,0.9961866,0.9989212,0.99320185,0.9996219,0.99717885,0.9982679,0.9967437,0.99600285,0.99868196,0.99559236,0.995201,0.9992309,0.9981461,0.99907446,0.9992828,0.9939352,0.9957628,0.9929178,0.9922941,0.99901146,0.9924407,0.99215466,0.9934362,0.9989525,0.9943631,0.9928694,0.99096555,0.99295115,0.99205625,0.99296886,0.99334145,0.9935988,0.9916735,0.99304676,0.9940442,0.9938543,0.9621147,0.9925417,0.97864485,0.9939588,0.9825398,0.9941585,0.9908918,0.9929912,0.98504853,0.99332845,0.9934832,0.99398845,0.9929911,0.98372865,0.98207116,0.99144804,0.99362886,0.97776085,0.977666,0.9738108,0.97745115,0.9783137,0.9783155,0.97698426,0.978873,0.97672683,0.97679436,0.9777967,0.978884,0.98297113,0.9775446,0.9795381,0.9775652,0.9749592,0.9806947,0.9818994,0.96740997,0.99440324,0.99289036,0.94210565
sp|P22328.1|OPSD_CHICK,0.9889686,0.9891676,0.988628,0.984632,0.9841851,0.98752004,0.99280715,0.9800685,0.9900459,0.9870026,0.9906292,0.9914504,0.98948836,0.98578656,0.99573827,0.99248093,0.9974116,0.966987,0.996956,0.9525378,0.98562706,0.9925489,0.99037975,0.9958296,0.9983653,0.9929184,0.9970163,0.998,0.9988561,0.99756527,0.9971732,0.9964436,0.9968749,0.9966052,0.9951521,0.9972497,0.9970254,0.9979231,0.9989642,0.99805963,0.9969011,0.9971434,0.99812186,0.9976458,0.9972858,0.9920052,0.9961866,1.0000002,0.9969294,0.9948571,0.996734,0.99867463,0.9967754,0.99800575,0.9984783,0.99702436,0.9960677,0.9967537,0.9971973,0.9970266,0.99687886,0.99665344,0.99484545,0.9980022,0.9939966,0.9948111,0.9978325,0.99538594,0.99418473,0.9957587,0.99763155,0.9945239,0.99478906,0.99234045,0.9953553,0.9943626,0.99473625,0.99564195,0.9969061,0.9946054,0.994432,0.99484944,0.9946764,0.9580155,0.9955841,0.9805969,0.9949284,0.9845371,0.99541277,0.9916886,0.99443966,0.98678076,0.994313,0.994232,0.994769,0.9948328,0.9861663,0.9849178,0.99254173,0.9962567,0.9820118,0.98111135,0.9776561,0.9809238,0.98143464,0.98138183,0.97860926,0.98146296,0.98189694,0.981687,0.982393,0.9844194,0.98578805,0.9838661,0.98433983,0.9814957,0.9798945,0.9856337,0.98588866,0.96354854,0.9960461,0.99466205,0.94520044
sp|Q6W3E1.1|OPSD_CALPD,0.98589987,0.9866714,0.98503196,0.98316604,0.9823487,0.9845885,0.99004877,0.98088557,0.9855488,0.98366475,0.98782814,0.9897382,0.9870365,0.98372453,0.9948962,0.9946645,0.9983615,0.9708657,0.99552065,0.9582026,0.982063,0.99015486,0.98808724,0.99511003,0.9974619,0.9895143,0.997089,0.9967765,0.99763554,0.99691397,0.9960305,0.9952164,0.99925697,0.99694216,0.99490356,0.9992027,0.9991446,0.99937695,0.9976263,0.9993346,0.9993642,0.99957585,0.99890274,0.99936956,0.9989302,0.99360037,0.9989212,0.9969294,1.0000001,0.99274445,0.999195,0.997189,0.9980843,0.9969434,0.9959845,0.998713,0.9960434,0.9960977,0.9993515,0.9984124,0.9991986,0.99952066,0.99459285,0.99664927,0.9941308,0.9940214,0.99945384,0.993831,0.9940008,0.99488103,0.99926937,0.9946251,0.9944641,0.9925648,0.99401706,0.99350536,0.9938712,0.99477404,0.99480844,0.99334496,0.994333,0.9951166,0.99463445,0.96186256,0.9938989,0.9800147,0.9948797,0.98382175,0.9958504,0.99229676,0.99462986,0.9860829,0.99500686,0.9948282,0.9949951,0.99430364,0.98518777,0.9839457,0.9930942,0.994635,0.979853,0.9794814,0.9767242,0.9801153,0.9807004,0.9807713,0.9791534,0.9805534,0.9789848,0.9796075,0.9804695,0.9819908,0.9832626,0.9816772,0.98267823,0.980792,0.97649145,0.9830233,0.9843199,0.9682376,0.9956471,0.9942064,0.94472414
sp|P51471.1|OPSB_ANOCA,0.9947398,0.9952314,0.9943523,0.99247515,0.9923848,0.9934266,0.99507105,0.98404366,0.9947871,0.98981166,0.98670906,0.99057484,0.9949349,0.9912658,0.9969277,0.99341357,0.9923356,0.9758419,0.99332637,0.96262044,0.99391127,0.99451506,0.9941907,0.9968354,0.994684,0.9949797,0.9950039,0.99400723,0.99508905,0.9969181,0.9957542,0.9980744,0.9932061,0.9933456,0.9953744,0.99259007,0.9932703,0.99402565,0.9965018,0.99457014,0.9924022,0.9926863,0.99409354,0.9943426,0.9949759,0.9937133,0.99320185,0.9948571,0.99274445,1.0000005,0.9935328,0.9958879,0.99422544,0.996403,0.9959087,0.9948735,0.9944831,0.9954065,0.99353313,0.9948512,0.9946977,0.9940527,0.9942205,0.9961028,0.9938036,0.99338233,0.99366623,0.9929556,0.99248016,0.994998,0.9934934,0.9938368,0.99259937,0.9931821,0.9944068,0.9940214,0.99559075,0.994818,0.993186,0.9935445,0.9931145,0.99358165,0.9931147,0.9674461,0.99191606,0.9853351,0.99270415,0.9883096,0.99299896,0.9905437,0.9930851,0.9904926,0.9924593,0.992761,0.9928957,0.99383605,0.9899142,0.98775613,0.99060124,0.9969436,0.98601395,0.98629254,0.98063016,0.9841753,0.98548883,0.98568183,0.98378175,0.9864445,0.9824661,0.98441845,0.9819993,0.9823068,0.9876671,0.98005104,0.98196197,0.97945,0.9809866,0.9842033,0.9848418,0.9663709,0.9922476,0.9933264,0.9495704
sp|P28681.1|OPSD_CRIGR,0.9861195,0.9870453,0.9853384,0.98310184,0.982746,0.9845437,0.9900961,0.9811099,0.9863411,0.9834182,0.9867115,0.9890113,0.9872203,0.983546,0.9952278,0.9944258,0.99824965,0.9699608,0.9948127,0.9576697,0.9826412,0.9899827,0.9879811,0.9951323,0.99699503,0.98943996,0.9970158,0.9962227,0.9976708,0.9971229,0.99605876,0.99548495,0.99957716,0.9967091,0.99466366,0.9991962,0.99952894,0.99919313,0.9976419,0.999255,0.9995377,0.99918145,0.9987452,0.9995372,0.99896175,0.9932137,0.9996219,0.996734,0.999195,0.9935328,0.9999993,0.99743724,0.9983293,0.99717826,0.9962019,0.9987617,0.9958887,0.9963275,0.9994519,0.99836767,0.99921215,0.99943006,0.9943007,0.9965068,0.9938421,0.99331856,0.9992724,0.9932199,0.9933665,0.9943094,0.9994452,0.9950494,0.9936514,0.9921621,0.9937531,0.99310327,0.99368113,0.99426246,0.99435675,0.9930421,0.99401665,0.99493754,0.9948655,0.9617671,0.9932336,0.979308,0.99507177,0.98290795,0.994883,0.9920881,0.9942073,0.9854082,0.9943378,0.9945511,0.9946262,0.9939249,0.9841305,0.9825453,0.99274725,0.9949255,0.97847766,0.9784066,0.97463536,0.97839993,0.97903323,0.97907746,0.9774798,0.97944725,0.9774384,0.9780511,0.97880244,0.98010767,0.98276734,0.9792203,0.9807469,0.9789485,0.975544,0.98123944,0.98253596,0.96756184,0.9947864,0.9940175,0.9422864
sp|P56515.1|OPSD_RHIMB,0.9892454,0.989708,0.9890324,0.98617065,0.98598665,0.9882416,0.99385315,0.9826902,0.9916035,0.9871642,0.98997307,0.9916194,0.990087,0.98632765,0.99641895,0.9932355,0.99775624,0.97000706,0.9979613,0.9540974,0.9859185,0.99315906,0.9907395,0.99654955,0.9991662,0.9932895,0.99673885,0.99878347,0.99951893,0.9982871,0.9979017,0.9968483,0.99752384,0.99687445,0.99534583,0.99761945,0.9977145,0.99797726,0.99849474,0.9981613,0.9974284,0.9973235,0.9981476,0.99785453,0.9978922,0.9924239,0.99717885,0.99867463,0.997189,0.9958879,0.99743724,0.9999999,0.9974873,0.9983282,0.999635,0.9976679,0.99663657,0.9971657,0.9977467,0.9976054,0.9972092,0.99728954,0.9953747,0.9986657,0.9951628,0.99534965,0.99814165,0.9958799,0.9946631,0.99624676,0.99757123,0.99501723,0.99566203,0.9934552,0.9961542,0.9950683,0.9955826,0.996088,0.99724996,0.9951785,0.9950384,0.9955878,0.9956941,0.9595527,0.99603677,0.9822368,0.99582523,0.9859407,0.9959239,0.99267864,0.99569565,0.9887485,0.9953271,0.9950658,0.9956359,0.99587053,0.9880489,0.9864258,0.9932815,0.99658257,0.9834868,0.98285866,0.97903675,0.9821386,0.9830543,0.9829035,0.98047405,0.9831289,0.98249197,0.9821904,0.98269975,0.9845762,0.9880884,0.983475,0.983937,0.98201483,0.98148525,0.98618746,0.9866307,0.9664025,0.99644995,0.99548864,0.94666916
sp|O62793.1|OPSD_MESBI,0.9896973,0.9903461,0.9893791,0.9879758,0.98748314,0.9890425,0.99324286,0.986394,0.99005884,0.98488486,0.9880513,0.98989975,0.988463,0.9872895,0.9969789,0.9953387,0.99726236,0.97627985,0.9951494,0.96315455,0.9851674,0.99317545,0.9905394,0.99589,0.9973052,0.99270636,0.9981673,0.99679697,0.9978007,0.99784565,0.9957471,0.99612504,0.99862164,0.9968586,0.9953953,0.9981782,0.9984978,0.9985976,0.9971075,0.9984709,0.9982919,0.99852717,0.99843013,0.9983745,0.9994151,0.9942511,0.9982679,0.9967754,0.9980843,0.99422544,0.9983293,0.9974873,1.0000001,0.99708474,0.9966098,0.9992806,0.99726135,0.9963281,0.99871826,0.9993817,0.99838406,0.9985577,0.9963998,0.9976159,0.995554,0.99476755,0.9980957,0.9962525,0.9951981,0.995927,0.9978585,0.9949615,0.9950297,0.99425524,0.99529755,0.99495006,0.99540997,0.9958964,0.9960647,0.9946359,0.9957014,0.9961539,0.99585414,0.9669149,0.99570733,0.98517895,0.9956423,0.9882773,0.99610007,0.99383307,0.9957159,0.9902,0.9962595,0.99586725,0.99620295,0.995757,0.98918873,0.9875765,0.9941666,0.99508905,0.98435664,0.98407215,0.9811683,0.98345834,0.9846138,0.984667,0.9834324,0.985453,0.9832281,0.983616,0.984273,0.98439234,0.98763335,0.9828548,0.9848128,0.98284847,0.9811748,0.98646253,0.98737603,0.97073895,0.9965925,0.99545586,0.95092714
sp|P79863.1|OPSD_LEUER,0.98993945,0.9905507,0.99009234,0.98669493,0.986762,0.9891507,0.99362135,0.98276925,0.99154866,0.9869418,0.9889308,0.9900884,0.9901243,0.9873611,0.9963412,0.9934826,0.9969039,0.97163033,0.9953033,0.9574251,0.98771596,0.9929791,0.9899704,0.9956125,0.9970633,0.99315095,0.9969202,0.9962267,0.99794555,0.9989066,0.99904263,0.9970268,0.99719566,0.99780476,0.99486566,0.99699533,0.9969585,0.9974558,0.9986649,0.9979222,0.99665487,0.99720305,0.9979033,0.99758846,0.9976351,0.99271566,0.9967437,0.99800575,0.9969434,0.996403,0.99717826,0.9983282,0.99708474,1.0000005,0.9980286,0.99734515,0.99771625,0.99650264,0.99710006,0.9973341,0.9972671,0.9971681,0.9964339,0.9972174,0.99554765,0.9959354,0.9975291,0.9956212,0.99543023,0.9965013,0.99752843,0.9944043,0.9954333,0.9945676,0.99660033,0.9957386,0.99680245,0.9963763,0.9966148,0.9959096,0.9962027,0.99661845,0.99626637,0.9626736,0.995939,0.9814414,0.9966208,0.9847777,0.99620926,0.9939796,0.9957445,0.9871173,0.9954087,0.9957017,0.9962977,0.9961675,0.98618853,0.9845346,0.9944233,0.99685097,0.98205674,0.98192245,0.9773862,0.98081225,0.9815698,0.9817114,0.9798087,0.98298866,0.98109305,0.98203266,0.9812318,0.9826319,0.986182,0.98045856,0.9824947,0.97996163,0.97971654,0.98397774,0.984288,0.9638825,0.99689335,0.99610424,0.945568
sp|P56514.1|OPSD_BUFBU,0.9893144,0.9897199,0.9892817,0.9863342,0.98611,0.98879313,0.99374175,0.9820545,0.99242646,0.9880675,0.99009347,0.99193406,0.9904154,0.9864602,0.9960731,0.9918818,0.99723476,0.9688869,0.9981524,0.95139146,0.9864639,0.99361736,0.9909471,0.9959202,0.9988643,0.9937679,0.9956858,0.9986061,0.99919766,0.9981718,0.9979719,0.99589694,0.99637645,0.99643064,0.9945022,0.9965945,0.9966845,0.99704635,0.99828774,0.99730504,0.99634093,0.99616,0.99755526,0.9967377,0.99718636,0.99128824,0.99600285,0.9984783,0.9959845,0.9959087,0.9962019,0.999635,0.9966098,0.9980286,0.99999994,0.9968315,0.9965424,0.99611795,0.99679285,0.99696314,0.9960809,0.9961098,0.9944234,0.99834675,0.9944533,0.99502796,0.99711215,0.99542564,0.9939185,0.99590033,0.99633425,0.99388474,0.9952314,0.992907,0.9958175,0.99478155,0.99532086,0.9956422,0.99678,0.9949789,0.9941923,0.99464095,0.99509084,0.9574706,0.9956131,0.981877,0.99506724,0.9857479,0.9950917,0.9914701,0.9952089,0.9889986,0.99434924,0.9941171,0.9947998,0.99551356,0.9883309,0.98654974,0.9920256,0.99626124,0.98386884,0.9829551,0.9789267,0.98189133,0.9830426,0.98285013,0.9802716,0.9829333,0.98320085,0.9822796,0.98243177,0.98483235,0.9889548,0.9833854,0.98342335,0.981841,0.9827242,0.9870662,0.9872954,0.9639769,0.99618125,0.9949841,0.94743174
