,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|P79848.1|OPSD_POERE,0.5329999999999999,0.5329999999999999,0.519,0.55,0.538,0.53,0.523,0.502,0.495,0.554,0.531,0.544,0.45499999999999996,0.487,0.29200000000000004,0.30000000000000004,0.20999999999999996,0.43600000000000005,0.21999999999999997,0.494,0.45899999999999996,0.31599999999999995,0.46599999999999997,0.30400000000000005,0.21199999999999997,0.32499999999999996,0.22699999999999998,0.21799999999999997,0.21099999999999997,0.20999999999999996,0.20399999999999996,0.28800000000000003,0.19399999999999995,0.16400000000000003,0.30800000000000005,0.18999999999999995,0.19499999999999995,0.20099999999999996,0.20599999999999996,0.19599999999999995,0.18600000000000005,0.19199999999999995,0.19599999999999995,0.18799999999999994,0.19699999999999995,0.31399999999999995,0.19399999999999995,0.20899999999999996,0.20599999999999996,0.29200000000000004,0.19599999999999995,0.20299999999999996,0.20399999999999996,0.20999999999999996,0.20599999999999996,0.19999999999999996,0.15200000000000002,0.22399999999999998,0.19799999999999995,0.20299999999999996,0.20099999999999996,0.18799999999999994,0.14200000000000002,0.20699999999999996,0.11499999999999999,0.11599999999999999,0.18999999999999995,0.10099999999999998,0.121,0.15300000000000002,0.18200000000000005,0.348,0.11599999999999999,0.124,0.128,0.127,0.14,0.15000000000000002,0.10399999999999998,0.131,0.07299999999999995,0.07299999999999995,0.137,0.471,0.11599999999999999,0.5429999999999999,0.05900000000000005,0.5369999999999999,0.08499999999999996,0.08299999999999996,0.09699999999999998,0.5449999999999999,0.08399999999999996,0.06699999999999995,0.11399999999999999,0.0,0.548,0.5469999999999999,0.08399999999999996,0.22699999999999998,0.5429999999999999,0.538,0.534,0.5549999999999999,0.55,0.5529999999999999,0.552,0.5609999999999999,0.5469999999999999,0.55,0.554,0.5680000000000001,0.55,0.56,0.5549999999999999,0.5489999999999999,0.552,0.579,0.583,0.509,0.15300000000000002,0.03400000000000003,0.54
sp|O35599.1|OPSG_MOUSE,0.521,0.521,0.51,0.521,0.5329999999999999,0.516,0.53,0.532,0.548,0.5429999999999999,0.513,0.536,0.53,0.5589999999999999,0.552,0.5549999999999999,0.536,0.523,0.556,0.43100000000000005,0.5369999999999999,0.575,0.5569999999999999,0.563,0.552,0.5680000000000001,0.5640000000000001,0.5529999999999999,0.556,0.567,0.5720000000000001,0.552,0.536,0.5329999999999999,0.558,0.542,0.542,0.55,0.556,0.5489999999999999,0.546,0.544,0.5509999999999999,0.5429999999999999,0.552,0.563,0.5409999999999999,0.567,0.554,0.5660000000000001,0.5429999999999999,0.5509999999999999,0.5529999999999999,0.5680000000000001,0.5589999999999999,0.5549999999999999,0.536,0.548,0.5409999999999999,0.5569999999999999,0.546,0.5449999999999999,0.546,0.556,0.562,0.548,0.544,0.55,0.5389999999999999,0.536,0.5449999999999999,0.569,0.54,0.571,0.5469999999999999,0.542,0.5449999999999999,0.534,0.562,0.548,0.558,0.5549999999999999,0.5589999999999999,0.43899999999999995,0.565,0.10699999999999998,0.565,0.09799999999999998,0.5549999999999999,0.552,0.5569999999999999,0.03500000000000003,0.5549999999999999,0.5609999999999999,0.558,0.548,0.0,0.08699999999999997,0.554,0.5529999999999999,0.10199999999999998,0.10499999999999998,0.10299999999999998,0.10099999999999998,0.09999999999999998,0.09699999999999998,0.10399999999999998,0.09099999999999997,0.15000000000000002,0.14600000000000002,0.16900000000000004,0.16800000000000004,0.17700000000000005,0.17100000000000004,0.17800000000000005,0.18000000000000005,0.18999999999999995,0.21399999999999997,0.22299999999999998,0.07099999999999995,0.5369999999999999,0.552,0.53
sp|O35478.2|OPSG_SCICA,0.519,0.519,0.505,0.515,0.527,0.511,0.519,0.5349999999999999,0.5449999999999999,0.529,0.509,0.5329999999999999,0.5389999999999999,0.5569999999999999,0.554,0.554,0.529,0.5329999999999999,0.5589999999999999,0.43000000000000005,0.542,0.5740000000000001,0.529,0.546,0.56,0.563,0.5640000000000001,0.562,0.548,0.5589999999999999,0.5609999999999999,0.538,0.5349999999999999,0.5429999999999999,0.5529999999999999,0.5489999999999999,0.5409999999999999,0.542,0.544,0.5409999999999999,0.5469999999999999,0.538,0.5449999999999999,0.538,0.5449999999999999,0.562,0.5489999999999999,0.5569999999999999,0.5429999999999999,0.548,0.5449999999999999,0.5569999999999999,0.548,0.56,0.56,0.548,0.55,0.5589999999999999,0.5409999999999999,0.5509999999999999,0.5409999999999999,0.54,0.542,0.5640000000000001,0.554,0.544,0.5349999999999999,0.5489999999999999,0.5349999999999999,0.54,0.538,0.56,0.5369999999999999,0.567,0.536,0.534,0.5409999999999999,0.5369999999999999,0.5609999999999999,0.5409999999999999,0.556,0.5529999999999999,0.5469999999999999,0.44699999999999995,0.56,0.08299999999999996,0.5469999999999999,0.07999999999999996,0.5509999999999999,0.55,0.55,0.08299999999999996,0.5529999999999999,0.552,0.5529999999999999,0.5469999999999999,0.08699999999999997,0.0,0.5529999999999999,0.5660000000000001,0.08899999999999997,0.09199999999999997,0.08299999999999996,0.08499999999999996,0.08799999999999997,0.08999999999999997,0.08099999999999996,0.07699999999999996,0.17400000000000004,0.138,0.19699999999999995,0.20099999999999996,0.17000000000000004,0.20599999999999996,0.17700000000000005,0.17600000000000005,0.22099999999999997,0.20299999999999996,0.21399999999999997,0.07099999999999995,0.5469999999999999,0.5449999999999999,0.565
sp|Q9YGZ6.1|OPSD_CHEAU,0.5329999999999999,0.5329999999999999,0.532,0.546,0.534,0.53,0.526,0.512,0.497,0.5529999999999999,0.527,0.5369999999999999,0.46199999999999997,0.478,0.30800000000000005,0.30600000000000005,0.20499999999999996,0.44299999999999995,0.21399999999999997,0.486,0.471,0.32999999999999996,0.46799999999999997,0.31100000000000005,0.20499999999999996,0.33599999999999997,0.22299999999999998,0.20999999999999996,0.21099999999999997,0.21899999999999997,0.20999999999999996,0.29800000000000004,0.19299999999999995,0.17100000000000004,0.31499999999999995,0.18100000000000005,0.18899999999999995,0.19299999999999995,0.20599999999999996,0.18799999999999994,0.18000000000000005,0.17700000000000005,0.18500000000000005,0.17900000000000005,0.18899999999999995,0.31999999999999995,0.18999999999999995,0.20099999999999996,0.19499999999999995,0.30600000000000005,0.18600000000000005,0.20199999999999996,0.19699999999999995,0.22399999999999998,0.20899999999999996,0.19199999999999995,0.16600000000000004,0.21399999999999997,0.18999999999999995,0.19399999999999995,0.18899999999999995,0.17900000000000005,0.134,0.20799999999999996,0.11099999999999999,0.11199999999999999,0.18100000000000005,0.10399999999999998,0.118,0.14200000000000002,0.17300000000000004,0.352,0.11499999999999999,0.119,0.119,0.121,0.135,0.14100000000000001,0.132,0.125,0.07599999999999996,0.07699999999999996,0.14400000000000002,0.476,0.14100000000000001,0.5489999999999999,0.07299999999999995,0.546,0.06999999999999995,0.039000000000000035,0.07499999999999996,0.55,0.061000000000000054,0.07799999999999996,0.118,0.08399999999999996,0.554,0.5529999999999999,0.0,0.22699999999999998,0.5489999999999999,0.5449999999999999,0.544,0.5589999999999999,0.556,0.5589999999999999,0.5609999999999999,0.565,0.548,0.556,0.5569999999999999,0.5740000000000001,0.548,0.5640000000000001,0.5609999999999999,0.5569999999999999,0.5549999999999999,0.5409999999999999,0.556,0.517,0.15700000000000003,0.08199999999999996,0.538
sp|Q98980.1|OPSD_PETMA,0.49,0.49,0.49,0.509,0.497,0.492,0.482,0.484,0.469,0.508,0.523,0.501,0.42100000000000004,0.46799999999999997,0.22299999999999998,0.22399999999999998,0.19599999999999995,0.41200000000000003,0.17800000000000005,0.474,0.41600000000000004,0.264,0.44599999999999995,0.22299999999999998,0.16700000000000004,0.271,0.16900000000000004,0.17200000000000004,0.18000000000000005,0.20399999999999996,0.18899999999999995,0.21499999999999997,0.18799999999999994,0.22099999999999997,0.22699999999999998,0.17700000000000005,0.18400000000000005,0.18100000000000005,0.16000000000000003,0.17900000000000005,0.18500000000000005,0.18000000000000005,0.18799999999999994,0.17500000000000004,0.18100000000000005,0.22999999999999998,0.18400000000000005,0.16800000000000004,0.19099999999999995,0.20199999999999996,0.18500000000000005,0.16600000000000004,0.18600000000000005,0.19999999999999996,0.17900000000000005,0.19199999999999995,0.21499999999999997,0.07499999999999996,0.17700000000000005,0.19399999999999995,0.18300000000000005,0.17700000000000005,0.22499999999999998,0.17000000000000004,0.24,0.23399999999999999,0.16800000000000004,0.21699999999999997,0.24,0.255,0.18400000000000005,0.245,0.24,0.241,0.23299999999999998,0.236,0.25,0.252,0.20899999999999996,0.238,0.20899999999999996,0.21499999999999997,0.22599999999999998,0.473,0.21499999999999997,0.565,0.22199999999999998,0.554,0.22199999999999998,0.22699999999999998,0.23399999999999999,0.5589999999999999,0.22799999999999998,0.23099999999999998,0.21099999999999997,0.22699999999999998,0.5529999999999999,0.5660000000000001,0.22699999999999998,0.0,0.546,0.544,0.5569999999999999,0.556,0.554,0.554,0.5569999999999999,0.5640000000000001,0.544,0.5409999999999999,0.556,0.5609999999999999,0.5449999999999999,0.5429999999999999,0.544,0.536,0.5569999999999999,0.5509999999999999,0.5549999999999999,0.538,0.20799999999999996,0.23199999999999998,0.518
sp|P04000.2|OPSR_HUMAN,0.526,0.526,0.513,0.523,0.534,0.517,0.524,0.5369999999999999,0.5509999999999999,0.534,0.508,0.5329999999999999,0.53,0.5569999999999999,0.542,0.5429999999999999,0.531,0.529,0.5509999999999999,0.42900000000000005,0.529,0.5640000000000001,0.534,0.5529999999999999,0.5529999999999999,0.5700000000000001,0.562,0.554,0.554,0.554,0.558,0.5369999999999999,0.534,0.529,0.542,0.54,0.542,0.546,0.5449999999999999,0.5449999999999999,0.546,0.542,0.55,0.542,0.55,0.552,0.5389999999999999,0.548,0.5489999999999999,0.554,0.544,0.5469999999999999,0.544,0.552,0.5509999999999999,0.554,0.534,0.5389999999999999,0.54,0.5569999999999999,0.546,0.544,0.5429999999999999,0.556,0.5529999999999999,0.54,0.542,0.5449999999999999,0.531,0.531,0.546,0.544,0.5329999999999999,0.565,0.532,0.528,0.534,0.529,0.558,0.536,0.5509999999999999,0.548,0.54,0.43799999999999994,0.5609999999999999,0.11299999999999999,0.5409999999999999,0.04500000000000004,0.552,0.5509999999999999,0.5489999999999999,0.09799999999999998,0.5509999999999999,0.548,0.5529999999999999,0.5429999999999999,0.10199999999999998,0.08899999999999997,0.5489999999999999,0.546,0.0,0.052000000000000046,0.08499999999999996,0.09399999999999997,0.09399999999999997,0.09599999999999997,0.09899999999999998,0.11099999999999999,0.14500000000000002,0.118,0.17900000000000005,0.18500000000000005,0.18999999999999995,0.19099999999999995,0.20199999999999996,0.17000000000000004,0.21099999999999997,0.19499999999999995,0.21099999999999997,0.06899999999999995,0.531,0.54,0.562
sp|P04001.1|OPSG_HUMAN,0.523,0.523,0.51,0.517,0.528,0.507,0.52,0.534,0.548,0.527,0.498,0.53,0.526,0.55,0.5429999999999999,0.5409999999999999,0.527,0.534,0.5449999999999999,0.43500000000000005,0.528,0.565,0.528,0.546,0.5469999999999999,0.5589999999999999,0.554,0.548,0.5469999999999999,0.55,0.5529999999999999,0.536,0.528,0.522,0.546,0.534,0.536,0.5409999999999999,0.542,0.54,0.54,0.5369999999999999,0.5429999999999999,0.5369999999999999,0.544,0.5529999999999999,0.534,0.546,0.544,0.55,0.5389999999999999,0.544,0.5389999999999999,0.55,0.548,0.548,0.527,0.536,0.5349999999999999,0.5509999999999999,0.54,0.538,0.538,0.55,0.5489999999999999,0.5329999999999999,0.536,0.5389999999999999,0.525,0.528,0.5409999999999999,0.5449999999999999,0.527,0.56,0.527,0.526,0.528,0.526,0.5529999999999999,0.532,0.5469999999999999,0.544,0.5369999999999999,0.44199999999999995,0.5549999999999999,0.10199999999999998,0.536,0.052000000000000046,0.546,0.5469999999999999,0.5429999999999999,0.10099999999999998,0.546,0.5389999999999999,0.5469999999999999,0.538,0.10499999999999998,0.09199999999999997,0.5449999999999999,0.544,0.052000000000000046,0.0,0.09199999999999997,0.09299999999999997,0.09899999999999998,0.10099999999999998,0.09799999999999998,0.11199999999999999,0.15300000000000002,0.127,0.18700000000000006,0.18999999999999995,0.19099999999999995,0.19599999999999995,0.20299999999999996,0.17200000000000004,0.20699999999999996,0.18999999999999995,0.20399999999999996,0.06299999999999994,0.525,0.536,0.563
sp|O18913.2|OPSR_FELCA,0.524,0.524,0.516,0.525,0.5389999999999999,0.522,0.524,0.536,0.548,0.5349999999999999,0.51,0.532,0.528,0.556,0.552,0.5569999999999999,0.53,0.53,0.563,0.43700000000000006,0.5369999999999999,0.569,0.527,0.558,0.5589999999999999,0.5720000000000001,0.5549999999999999,0.56,0.5529999999999999,0.5549999999999999,0.5609999999999999,0.563,0.55,0.518,0.5549999999999999,0.55,0.5389999999999999,0.5549999999999999,0.546,0.554,0.5409999999999999,0.5389999999999999,0.5609999999999999,0.5529999999999999,0.5609999999999999,0.548,0.556,0.5549999999999999,0.542,0.5609999999999999,0.54,0.5569999999999999,0.5489999999999999,0.56,0.567,0.5640000000000001,0.5449999999999999,0.554,0.5369999999999999,0.567,0.5389999999999999,0.5549999999999999,0.5389999999999999,0.562,0.5469999999999999,0.544,0.55,0.54,0.524,0.526,0.529,0.56,0.526,0.5589999999999999,0.524,0.52,0.528,0.524,0.552,0.528,0.5569999999999999,0.5409999999999999,0.5409999999999999,0.43799999999999994,0.5549999999999999,0.10799999999999998,0.554,0.07599999999999996,0.563,0.544,0.5489999999999999,0.09999999999999998,0.565,0.54,0.548,0.534,0.10299999999999998,0.08299999999999996,0.544,0.5569999999999999,0.08499999999999996,0.09199999999999997,0.0,0.05400000000000005,0.06999999999999995,0.07099999999999995,0.05500000000000005,0.08299999999999996,0.122,0.128,0.19299999999999995,0.19899999999999995,0.15800000000000003,0.20199999999999996,0.17500000000000004,0.17600000000000005,0.21499999999999997,0.18799999999999994,0.20699999999999996,0.04600000000000004,0.5369999999999999,0.5329999999999999,0.5609999999999999
sp|O18912.2|OPSR_HORSE,0.538,0.538,0.527,0.532,0.5409999999999999,0.523,0.5389999999999999,0.542,0.5589999999999999,0.536,0.506,0.5329999999999999,0.528,0.5549999999999999,0.5509999999999999,0.5529999999999999,0.529,0.534,0.562,0.43999999999999995,0.54,0.5680000000000001,0.534,0.5469999999999999,0.558,0.569,0.5509999999999999,0.5589999999999999,0.5509999999999999,0.556,0.5609999999999999,0.56,0.55,0.532,0.5509999999999999,0.5469999999999999,0.5429999999999999,0.556,0.544,0.5549999999999999,0.5509999999999999,0.5329999999999999,0.5609999999999999,0.5529999999999999,0.542,0.546,0.556,0.558,0.54,0.5509999999999999,0.55,0.554,0.544,0.5589999999999999,0.5640000000000001,0.546,0.5489999999999999,0.552,0.544,0.5489999999999999,0.5329999999999999,0.5529999999999999,0.538,0.5609999999999999,0.5469999999999999,0.548,0.548,0.5389999999999999,0.528,0.529,0.5489999999999999,0.5509999999999999,0.527,0.5589999999999999,0.528,0.527,0.528,0.527,0.5509999999999999,0.55,0.5529999999999999,0.552,0.5469999999999999,0.43799999999999994,0.552,0.10199999999999998,0.554,0.08799999999999997,0.562,0.5589999999999999,0.563,0.09499999999999997,0.5609999999999999,0.5589999999999999,0.5469999999999999,0.5549999999999999,0.10099999999999998,0.08499999999999996,0.5589999999999999,0.556,0.09399999999999997,0.09299999999999997,0.05400000000000005,0.0,0.05300000000000005,0.05300000000000005,0.05500000000000005,0.08899999999999997,0.14,0.14,0.19199999999999995,0.19499999999999995,0.17500000000000004,0.19799999999999995,0.20999999999999996,0.16700000000000004,0.19499999999999995,0.19099999999999995,0.20699999999999996,0.038000000000000034,0.5349999999999999,0.554,0.548
sp|Q9BGI7.1|OPSR_BOVIN,0.532,0.532,0.524,0.5369999999999999,0.546,0.521,0.531,0.5469999999999999,0.556,0.542,0.501,0.532,0.534,0.5609999999999999,0.552,0.5509999999999999,0.5389999999999999,0.53,0.5589999999999999,0.43700000000000006,0.558,0.567,0.5369999999999999,0.562,0.5549999999999999,0.563,0.5589999999999999,0.5569999999999999,0.5609999999999999,0.552,0.5549999999999999,0.5549999999999999,0.546,0.531,0.552,0.5429999999999999,0.542,0.552,0.556,0.5509999999999999,0.5469999999999999,0.546,0.556,0.5469999999999999,0.5569999999999999,0.5609999999999999,0.5529999999999999,0.5529999999999999,0.554,0.567,0.55,0.548,0.558,0.552,0.5569999999999999,0.5609999999999999,0.5429999999999999,0.548,0.5429999999999999,0.5640000000000001,0.546,0.548,0.5369999999999999,0.5529999999999999,0.5469999999999999,0.544,0.544,0.5549999999999999,0.5429999999999999,0.544,0.5449999999999999,0.5660000000000001,0.542,0.5589999999999999,0.5409999999999999,0.5409999999999999,0.528,0.542,0.55,0.544,0.55,0.5489999999999999,0.5429999999999999,0.44699999999999995,0.5509999999999999,0.10799999999999998,0.5509999999999999,0.07799999999999996,0.558,0.5549999999999999,0.56,0.09599999999999997,0.558,0.5529999999999999,0.5409999999999999,0.55,0.09999999999999998,0.08799999999999997,0.556,0.554,0.09399999999999997,0.09899999999999998,0.06999999999999995,0.05300000000000005,0.0,0.030000000000000027,0.062000000000000055,0.08999999999999997,0.136,0.138,0.18700000000000006,0.19199999999999995,0.17100000000000004,0.19599999999999995,0.17700000000000005,0.16900000000000004,0.21999999999999997,0.19899999999999995,0.20799999999999996,0.027000000000000024,0.532,0.55,0.531
sp|Q95170.1|OPSR_CAPHI,0.536,0.536,0.525,0.5409999999999999,0.5469999999999999,0.523,0.5329999999999999,0.5489999999999999,0.556,0.542,0.501,0.532,0.534,0.562,0.5509999999999999,0.55,0.542,0.532,0.5589999999999999,0.44199999999999995,0.56,0.5660000000000001,0.538,0.5640000000000001,0.556,0.562,0.5609999999999999,0.558,0.563,0.552,0.556,0.556,0.5489999999999999,0.534,0.5509999999999999,0.5449999999999999,0.544,0.554,0.558,0.5529999999999999,0.55,0.548,0.5589999999999999,0.55,0.56,0.558,0.5549999999999999,0.5549999999999999,0.556,0.569,0.552,0.55,0.56,0.5549999999999999,0.5589999999999999,0.563,0.546,0.55,0.5449999999999999,0.5660000000000001,0.548,0.5509999999999999,0.538,0.556,0.5489999999999999,0.546,0.546,0.556,0.546,0.5469999999999999,0.5469999999999999,0.5660000000000001,0.544,0.5609999999999999,0.544,0.5429999999999999,0.531,0.544,0.5529999999999999,0.5469999999999999,0.552,0.5509999999999999,0.5449999999999999,0.44799999999999995,0.5529999999999999,0.10999999999999999,0.5529999999999999,0.07999999999999996,0.56,0.558,0.562,0.09299999999999997,0.56,0.5549999999999999,0.5429999999999999,0.5529999999999999,0.09699999999999998,0.08999999999999997,0.5589999999999999,0.554,0.09599999999999997,0.10099999999999998,0.07099999999999995,0.05300000000000005,0.030000000000000027,0.0,0.062000000000000055,0.08999999999999997,0.136,0.137,0.18899999999999995,0.18799999999999994,0.17300000000000004,0.19299999999999995,0.17200000000000004,0.16500000000000004,0.18899999999999995,0.19799999999999995,0.20699999999999996,0.028000000000000025,0.534,0.552,0.5329999999999999
sp|O18914.2|OPSR_CANLF,0.544,0.5409999999999999,0.518,0.538,0.5449999999999999,0.52,0.528,0.538,0.548,0.536,0.507,0.532,0.525,0.558,0.5469999999999999,0.548,0.526,0.521,0.5609999999999999,0.43500000000000005,0.536,0.5640000000000001,0.528,0.565,0.5569999999999999,0.5609999999999999,0.5609999999999999,0.5589999999999999,0.552,0.5529999999999999,0.5589999999999999,0.5549999999999999,0.5469999999999999,0.5329999999999999,0.552,0.544,0.5449999999999999,0.552,0.558,0.5509999999999999,0.5489999999999999,0.55,0.558,0.5489999999999999,0.5589999999999999,0.5569999999999999,0.552,0.5549999999999999,0.5409999999999999,0.565,0.548,0.5529999999999999,0.5489999999999999,0.5569999999999999,0.562,0.562,0.5469999999999999,0.5509999999999999,0.5449999999999999,0.565,0.5509999999999999,0.5509999999999999,0.536,0.5589999999999999,0.548,0.546,0.5449999999999999,0.5389999999999999,0.528,0.527,0.55,0.5549999999999999,0.526,0.56,0.527,0.525,0.527,0.524,0.5489999999999999,0.5329999999999999,0.5549999999999999,0.5489999999999999,0.542,0.43999999999999995,0.55,0.09599999999999997,0.552,0.08599999999999997,0.5609999999999999,0.5589999999999999,0.565,0.09999999999999998,0.5640000000000001,0.556,0.546,0.552,0.10399999999999998,0.08099999999999996,0.5609999999999999,0.5569999999999999,0.09899999999999998,0.09799999999999998,0.05500000000000005,0.05500000000000005,0.062000000000000055,0.062000000000000055,0.0,0.07899999999999996,0.135,0.135,0.18899999999999995,0.19399999999999995,0.16900000000000004,0.19799999999999995,0.16900000000000004,0.16500000000000004,0.22399999999999998,0.19199999999999995,0.20199999999999996,0.04800000000000004,0.5349999999999999,0.5509999999999999,0.554
sp|O18910.2|OPSG_RABIT,0.534,0.534,0.517,0.526,0.538,0.521,0.5329999999999999,0.532,0.55,0.542,0.511,0.5349999999999999,0.536,0.556,0.56,0.562,0.5329999999999999,0.526,0.565,0.43700000000000006,0.5449999999999999,0.5820000000000001,0.5429999999999999,0.5609999999999999,0.5589999999999999,0.5720000000000001,0.563,0.563,0.5569999999999999,0.558,0.5640000000000001,0.5569999999999999,0.552,0.54,0.56,0.546,0.5489999999999999,0.556,0.562,0.5549999999999999,0.5569999999999999,0.552,0.562,0.5529999999999999,0.5489999999999999,0.5700000000000001,0.558,0.5589999999999999,0.5609999999999999,0.562,0.554,0.556,0.5489999999999999,0.562,0.5640000000000001,0.552,0.546,0.56,0.55,0.5549999999999999,0.5549999999999999,0.556,0.5409999999999999,0.5609999999999999,0.5549999999999999,0.5529999999999999,0.5509999999999999,0.546,0.5329999999999999,0.5329999999999999,0.525,0.567,0.5329999999999999,0.5680000000000001,0.5349999999999999,0.532,0.536,0.53,0.5609999999999999,0.554,0.562,0.56,0.552,0.44499999999999995,0.563,0.08799999999999997,0.56,0.10099999999999998,0.563,0.562,0.5680000000000001,0.08399999999999996,0.5660000000000001,0.5660000000000001,0.5549999999999999,0.5609999999999999,0.09099999999999997,0.07699999999999996,0.565,0.5640000000000001,0.11099999999999999,0.11199999999999999,0.08299999999999996,0.08899999999999997,0.08999999999999997,0.08999999999999997,0.07899999999999996,0.0,0.15100000000000002,0.14900000000000002,0.20499999999999996,0.20599999999999996,0.17700000000000005,0.21499999999999997,0.18100000000000005,0.19099999999999995,0.23099999999999998,0.20899999999999996,0.21899999999999997,0.06299999999999994,0.544,0.56,0.565
